isin,s_date,close,p_price,r_price,p_rate,r_rate,predict,correct,error
008260,2023-07-07,7700,7714,7700.0,0.18,0.0,0,1,0.18
008350,2023-07-07,2545,2554,2595.0,0.35,1.96,0,0,1.58
008355,2023-07-07,22450,22433,23000.0,-0.08,2.45,0,0,2.47
008420,2023-07-07,3455,3462,3610.0,0.2,4.49,0,0,4.1
008490,2023-07-07,26100,26086,26300.0,-0.05,0.77,0,0,0.81
008500,2023-07-07,12900,12794,12900.0,-0.82,0.0,0,1,0.82
008600,2023-07-07,578,593,580.0,2.6,0.35,0,0,2.24
008700,2023-07-07,1950,1950,1934.0,0.0,-0.82,0,1,0.83
008730,2023-07-07,30200,30202,30250.0,0.01,0.17,0,0,0.16
008770,2023-07-07,73500,73473,75400.0,-0.04,2.59,0,0,2.56
008775,2023-07-07,50200,50156,50500.0,-0.09,0.6,0,0,0.68
008870,2023-07-07,87600,87569,85700.0,-0.04,-2.17,0,1,2.18
008930,2023-07-07,30650,30629,30300.0,-0.07,-1.14,0,1,1.09
008970,2023-07-07,1010,1026,1003.0,1.58,-0.69,0,1,2.29
009070,2023-07-07,4275,4288,4205.0,0.3,-1.64,0,1,1.97
009140,2023-07-07,25100,25101,25550.0,0.0,1.79,0,0,1.76
009150,2023-07-07,140400,140303,138600.0,-0.07,-1.28,0,1,1.23
009155,2023-07-07,65800,65751,65400.0,-0.07,-0.61,0,1,0.54
009160,2023-07-07,4985,4993,4980.0,0.16,-0.1,0,1,0.26
009180,2023-07-07,2560,2560,2585.0,0.0,0.98,0,0,0.97
009190,2023-07-07,3725,3730,3610.0,0.13,-3.09,0,1,3.32
009200,2023-07-07,2365,2380,2360.0,0.63,-0.21,0,1,0.85
009240,2023-07-07,42500,42492,42150.0,-0.02,-0.82,0,1,0.81
009270,2023-07-07,1427,1438,1427.0,0.77,0.0,0,1,0.77
009290,2023-07-07,6440,6462,6310.0,0.34,-2.02,0,1,2.41
009310,2023-07-07,672,681,677.0,1.34,0.74,0,0,0.59
009320,2023-07-07,1734,1716,1733.0,-1.04,-0.06,0,1,0.98
009410,2023-07-07,3750,3737,3875.0,-0.35,3.33,0,0,3.56
009415,2023-07-07,6340,6345,6100.0,0.08,-3.79,0,1,4.02
009420,2023-07-07,19630,19605,19430.0,-0.13,-1.02,0,1,0.9
009440,2023-07-07,3660,3678,3580.0,0.49,-2.19,0,1,2.74
009450,2023-07-07,52700,52671,51200.0,-0.06,-2.85,0,1,2.87
009460,2023-07-07,1281,1268,1283.0,-1.01,0.16,0,0,1.17
009470,2023-07-07,20600,20559,20150.0,-0.2,-2.18,0,1,2.03
009540,2023-07-07,120400,120344,121700.0,-0.05,1.08,0,0,1.11
009580,2023-07-07,3580,3585,3575.0,0.14,-0.14,0,1,0.28
009680,2023-07-07,9070,9077,8930.0,0.08,-1.54,0,1,1.65
009770,2023-07-07,27050,27048,26800.0,-0.01,-0.92,0,1,0.93
009810,2023-07-07,731,723,775.0,-1.09,6.02,0,0,6.71
009830,2023-07-07,41000,40983,41950.0,-0.04,2.32,0,0,2.31
009835,2023-07-07,29650,29617,30200.0,-0.11,1.85,0,0,1.93
009900,2023-07-07,22950,22885,22500.0,-0.28,-1.96,0,1,1.71
009970,2023-07-07,77200,77153,78200.0,-0.06,1.3,0,0,1.34
010040,2023-07-07,3595,3580,3610.0,-0.42,0.42,0,0,0.83
010050,2023-07-07,704,709,706.0,0.71,0.28,0,0,0.42
010060,2023-07-07,105700,105603,105800.0,-0.09,0.09,0,0,0.19
010100,2023-07-07,3945,3918,4060.0,-0.68,2.92,0,0,3.5
010120,2023-07-07,80100,80059,82500.0,-0.05,3.0,0,0,2.96
010130,2023-07-07,444500,443912,451500.0,-0.13,1.57,0,0,1.68
010140,2023-07-07,7100,7114,7200.0,0.2,1.41,0,0,1.19
010145,2023-07-07,77400,78183,42500.0,1.01,-45.09,0,1,83.96
010400,2023-07-07,5800,5785,5830.0,-0.26,0.52,0,0,0.77
010420,2023-07-07,1649,1655,1683.0,0.36,2.06,0,0,1.66
010580,2023-07-07,2985,3004,2900.0,0.64,-2.85,0,1,3.59
010600,2023-07-07,2075,2076,2140.0,0.05,3.13,0,0,2.99
010620,2023-07-07,87000,86977,87900.0,-0.03,1.03,0,0,1.05
010640,2023-07-07,4875,4887,4935.0,0.25,1.23,0,0,0.97
010660,2023-07-07,4210,4218,4070.0,0.19,-3.33,0,1,3.64
010690,2023-07-07,20350,20319,21000.0,-0.15,3.19,0,0,3.24
010770,2023-07-07,3835,3822,3870.0,-0.34,0.91,0,0,1.24
010780,2023-07-07,31250,31233,31650.0,-0.05,1.28,0,0,1.32
010820,2023-07-07,4155,4177,4325.0,0.53,4.09,0,0,3.42
010950,2023-07-07,63400,63366,65300.0,-0.05,3.0,0,0,2.96
010955,2023-07-07,47000,46961,47750.0,-0.08,1.6,0,0,1.65
010960,2023-07-07,3605,3620,3605.0,0.42,0.0,0,1,0.42
011000,2023-07-07,3535,3527,3620.0,-0.23,2.4,0,0,2.57
011070,2023-07-07,299000,298601,290000.0,-0.13,-3.01,0,1,2.97
011090,2023-07-07,652,658,654.0,0.92,0.31,0,0,0.61
011150,2023-07-07,3335,3357,3250.0,0.66,-2.55,0,1,3.29
011155,2023-07-07,23050,23064,22300.0,0.06,-3.25,0,1,3.43
011170,2023-07-07,151200,151127,151000.0,-0.05,-0.13,0,1,0.08
011200,2023-07-07,18500,18509,18310.0,0.05,-1.03,0,1,1.09
011210,2023-07-07,67900,67820,67300.0,-0.12,-0.88,0,1,0.77
011230,2023-07-07,8080,8060,7800.0,-0.25,-3.47,0,1,3.33
011280,2023-07-07,2625,2630,2575.0,0.19,-1.9,0,1,2.14
011300,2023-07-07,2220,2213,2165.0,-0.32,-2.48,0,1,2.22
011330,2023-07-07,1338,1354,1318.0,1.2,-1.49,0,1,2.73
011390,2023-07-07,73100,73078,74200.0,-0.03,1.5,0,0,1.51
011420,2023-07-07,2120,2128,2235.0,0.38,5.42,0,0,4.79
011500,2023-07-07,19950,19950,19390.0,0.0,-2.81,0,1,2.89
011690,2023-07-07,1109,1060,1056.0,-4.42,-4.78,0,1,0.38
011700,2023-07-07,5010,5011,5180.0,0.02,3.39,0,0,3.26
011760,2023-07-07,21700,21680,21150.0,-0.09,-2.53,0,1,2.51
011780,2023-07-07,121700,121570,122800.0,-0.11,0.9,0,0,1.0
011785,2023-07-07,63500,63438,63800.0,-0.1,0.47,0,0,0.57
011790,2023-07-07,104300,104290,100100.0,-0.01,-4.03,0,1,4.19
011810,2023-07-07,13240,13227,13380.0,-0.1,1.06,0,0,1.14
011930,2023-07-07,2600,2611,2565.0,0.42,-1.35,0,1,1.79
012030,2023-07-07,2045,2044,1967.0,-0.05,-3.81,0,1,3.91
012160,2023-07-07,755,766,754.0,1.46,-0.13,0,1,1.59
012170,2023-07-07,822,822,826.0,0.0,0.49,0,0,0.48
012200,2023-07-07,2155,2166,2165.0,0.51,0.46,0,0,0.05
012205,2023-07-07,3840,3838,3850.0,-0.05,0.26,0,0,0.31
012280,2023-07-07,998,1008,1012.0,1.0,1.4,0,0,0.4
012320,2023-07-07,86000,85937,84800.0,-0.07,-1.4,0,1,1.34
012330,2023-07-07,232500,232346,232500.0,-0.07,0.0,0,1,0.07
012450,2023-07-07,131500,131408,131800.0,-0.07,0.23,0,0,0.3
012510,2023-07-07,28600,28576,28350.0,-0.08,-0.87,0,1,0.8
012600,2023-07-07,2490,2477,2490.0,-0.52,0.0,0,1,0.52
012610,2023-07-07,4840,4865,4750.0,0.52,-1.86,0,1,2.42
012630,2023-07-07,6190,6201,6120.0,0.18,-1.13,0,1,1.32
012690,2023-07-07,2805,2813,2815.0,0.29,0.36,0,0,0.07
012750,2023-07-07,52000,51972,52200.0,-0.05,0.38,0,0,0.44
012800,2023-07-07,1413,1414,1422.0,0.07,0.64,0,0,0.56
013000,2023-07-07,1430,1443,1405.0,0.91,-1.75,0,1,2.7
013360,2023-07-07,2035,2033,2165.0,-0.1,6.39,0,0,6.1
013520,2023-07-07,2110,2095,2140.0,-0.71,1.42,0,0,2.1
013570,2023-07-07,6100,6101,6330.0,0.02,3.77,0,0,3.62
013580,2023-07-07,15800,15795,15950.0,-0.03,0.95,0,0,0.97
013700,2023-07-07,1663,1680,1663.0,1.02,0.0,0,1,1.02
013870,2023-07-07,5110,5111,5000.0,0.02,-2.15,0,1,2.22
013890,2023-07-07,24550,24514,24450.0,-0.15,-0.41,0,1,0.26
014130,2023-07-07,5550,5545,5590.0,-0.09,0.72,0,0,0.81
014160,2023-07-07,1298,1312,1312.0,1.08,1.08,0,0,0.0
014280,2023-07-07,7160,7169,7550.0,0.13,5.45,0,0,5.05
014285,2023-07-07,11240,11242,11680.0,0.02,3.91,0,0,3.75
014440,2023-07-07,3735,3745,3730.0,0.27,-0.13,0,1,0.4
014530,2023-07-07,3975,4007,3970.0,0.81,-0.13,0,1,0.93
014580,2023-07-07,8420,8401,8200.0,-0.23,-2.61,0,1,2.45
014680,2023-07-07,206500,206016,209500.0,-0.23,1.45,0,0,1.66
014710,2023-07-07,4670,4684,4670.0,0.3,0.0,0,1,0.3
014790,2023-07-07,2565,2580,2590.0,0.58,0.97,0,0,0.39
014820,2023-07-07,35450,35432,36350.0,-0.05,2.54,0,0,2.53
014825,2023-07-07,24500,24484,24300.0,-0.07,-0.82,0,1,0.76
014830,2023-07-07,61700,61683,62500.0,-0.03,1.3,0,0,1.31
014910,2023-07-07,1991,1983,1960.0,-0.4,-1.56,0,1,1.17
014915,2023-07-07,7990,7996,7780.0,0.08,-2.63,0,1,2.78
014990,2023-07-07,1114,1129,1171.0,1.35,5.12,0,0,3.59
015020,2023-07-07,884,889,874.0,0.57,-1.13,0,1,1.72
015230,2023-07-07,7810,7833,7820.0,0.29,0.13,0,0,0.17
015260,2023-07-07,1661,1679,1719.0,1.08,3.49,0,0,2.33
015360,2023-07-07,31900,31896,31800.0,-0.01,-0.31,0,1,0.3
015540,2023-07-07,6410,6365,6410.0,-0.7,0.0,0,1,0.7
015590,2023-07-07,1168,1206,1155.0,3.25,-1.11,0,1,4.42
015760,2023-07-07,19490,19472,19480.0,-0.09,-0.05,0,1,0.04
015860,2023-07-07,4610,4619,4560.0,0.2,-1.08,0,1,1.29
015890,2023-07-07,7720,7711,7600.0,-0.12,-1.55,0,1,1.46
016090,2023-07-07,2110,2119,2140.0,0.43,1.42,0,0,0.98
016360,2023-07-07,34800,34780,34850.0,-0.06,0.14,0,0,0.2
016380,2023-07-07,8720,8727,8780.0,0.08,0.69,0,0,0.6
016450,2023-07-07,4865,4867,4790.0,0.04,-1.54,0,1,1.61
016580,2023-07-07,13890,13866,13900.0,-0.17,0.07,0,0,0.24
016590,2023-07-07,5240,5252,5270.0,0.23,0.57,0,0,0.34
016610,2023-07-07,4030,4049,4010.0,0.47,-0.5,0,1,0.97
016710,2023-07-07,14170,14174,14180.0,0.03,0.07,0,0,0.04
016740,2023-07-07,4045,4034,4055.0,-0.27,0.25,0,0,0.52
016800,2023-07-07,30400,30399,30300.0,-0.0,-0.33,0,1,0.33
016880,2023-07-07,1335,1343,1318.0,0.6,-1.27,0,1,1.9
017040,2023-07-07,2720,2743,2775.0,0.85,2.02,0,0,1.15
017180,2023-07-07,2380,2398,2435.0,0.76,2.31,0,0,1.52
017370,2023-07-07,4395,4436,4590.0,0.93,4.44,0,0,3.36
017390,2023-07-07,66600,66572,67400.0,-0.04,1.2,0,0,1.23
017550,2023-07-07,2715,2725,2810.0,0.37,3.5,0,0,3.02
017670,2023-07-07,43550,43544,44300.0,-0.01,1.72,0,0,1.71
017800,2023-07-07,39450,39444,39650.0,-0.02,0.51,0,0,0.52
017810,2023-07-07,10470,10474,10300.0,0.04,-1.62,0,1,1.69
017900,2023-07-07,2900,2911,2870.0,0.38,-1.03,0,1,1.43
017940,2023-07-07,49250,49225,49900.0,-0.05,1.32,0,0,1.35
017960,2023-07-07,11980,11987,12090.0,0.06,0.92,0,0,0.85
018250,2023-07-07,26600,26575,25250.0,-0.09,-5.08,0,1,5.25
018260,2023-07-07,115200,115106,115300.0,-0.08,0.09,0,0,0.17
018470,2023-07-07,2985,2980,3015.0,-0.17,1.01,0,0,1.16
018500,2023-07-07,3520,3556,3735.0,1.02,6.11,0,0,4.79
018670,2023-07-07,120900,120801,120100.0,-0.08,-0.66,0,1,0.58
018880,2023-07-07,9020,9002,9070.0,-0.2,0.55,0,0,0.75
019170,2023-07-07,15190,15196,15130.0,0.04,-0.39,0,1,0.44
019175,2023-07-07,27450,27426,26500.0,-0.09,-3.46,0,1,3.49
019180,2023-07-07,3720,3712,3695.0,-0.22,-0.67,0,1,0.46
019440,2023-07-07,15700,15704,15830.0,0.03,0.83,0,0,0.8
019490,2023-07-07,2470,2455,2470.0,-0.61,0.0,0,1,0.61
019680,2023-07-07,2615,2633,2565.0,0.69,-1.91,0,1,2.65
019685,2023-07-07,1733,1750,1699.0,0.98,-1.96,0,1,3.0
020000,2023-07-07,21750,21726,21800.0,-0.11,0.23,0,0,0.34
020120,2023-07-07,7000,7014,7020.0,0.2,0.29,0,0,0.09
020150,2023-07-07,54700,54709,52000.0,0.02,-4.94,0,1,5.21
020560,2023-07-07,11780,11778,11710.0,-0.02,-0.59,0,1,0.58
020760,2023-07-07,1356,1365,1338.0,0.66,-1.33,0,1,2.02
021050,2023-07-07,1367,1377,1373.0,0.73,0.44,0,0,0.29
021240,2023-07-07,42700,42688,42900.0,-0.03,0.47,0,0,0.49
021820,2023-07-07,9000,9003,8610.0,0.03,-4.33,0,1,4.56
023000,2023-07-07,3495,3538,3445.0,1.23,-1.43,0,1,2.7
023150,2023-07-07,7020,7026,7030.0,0.09,0.14,0,0,0.06
023350,2023-07-07,6530,6531,6640.0,0.02,1.68,0,0,1.64
023450,2023-07-07,38600,38591,38250.0,-0.02,-0.91,0,1,0.89
023530,2023-07-07,65800,65755,67100.0,-0.07,1.98,0,0,2.0
023590,2023-07-07,17400,17402,17200.0,0.01,-1.15,0,1,1.17
023800,2023-07-07,9350,9333,9540.0,-0.18,2.03,0,0,2.17
023810,2023-07-07,12340,12313,12120.0,-0.22,-1.78,0,1,1.59
023960,2023-07-07,1786,1807,1754.0,1.18,-1.79,0,1,3.02
024070,2023-07-07,2885,2896,2850.0,0.38,-1.21,0,1,1.61
024090,2023-07-07,12340,12354,12350.0,0.11,0.08,0,0,0.03
024110,2023-07-07,10100,10112,10180.0,0.12,0.79,0,0,0.67
024720,2023-07-07,13850,13847,13800.0,-0.02,-0.36,0,1,0.34
024890,2023-07-07,2790,2789,2795.0,-0.04,0.18,0,0,0.21
024900,2023-07-07,9080,9070,8790.0,-0.11,-3.19,0,1,3.19
025000,2023-07-07,46250,46247,46250.0,-0.01,0.0,0,1,0.01
025530,2023-07-07,4585,4601,4505.0,0.35,-1.74,0,1,2.13
025540,2023-07-07,61400,61323,61000.0,-0.13,-0.65,0,1,0.53
025560,2023-07-07,24300,24311,26300.0,0.05,8.23,0,0,7.56
025620,2023-07-07,6500,6491,6420.0,-0.14,-1.23,0,1,1.11
025750,2023-07-07,1035,1030,1030.0,-0.48,-0.48,0,1,0.0
025820,2023-07-07,4595,4588,4500.0,-0.15,-2.07,0,1,1.96
025860,2023-07-07,8070,8077,8070.0,0.09,0.0,0,1,0.09
025890,2023-07-07,3005,2996,3015.0,-0.3,0.33,0,0,0.63
026890,2023-07-07,6510,6513,6410.0,0.05,-1.54,0,1,1.61
026940,2023-07-07,3315,3322,3360.0,0.21,1.36,0,0,1.13
026960,2023-07-07,18700,18708,18630.0,0.04,-0.37,0,1,0.42
027410,2023-07-07,3660,3675,3640.0,0.41,-0.55,0,1,0.96
027740,2023-07-07,1436,1443,1404.0,0.49,-2.23,0,1,2.78
027970,2023-07-07,1282,1294,1282.0,0.94,0.0,0,1,0.94
028050,2023-07-07,28700,28697,29850.0,-0.01,4.01,0,0,3.86
028100,2023-07-07,12500,12511,12500.0,0.09,0.0,0,1,0.09
028260,2023-07-07,100100,100042,101200.0,-0.06,1.1,0,0,1.14
02826K,2023-07-07,88700,88576,89200.0,-0.14,0.56,0,0,0.7
028670,2023-07-07,4855,4849,4760.0,-0.12,-1.96,0,1,1.87
029460,2023-07-07,19440,19426,19110.0,-0.07,-1.7,0,1,1.65
029530,2023-07-07,33950,33918,33600.0,-0.09,-1.03,0,1,0.95
029780,2023-07-07,28500,28491,28900.0,-0.03,1.4,0,0,1.42
030000,2023-07-07,17940,17933,18030.0,-0.04,0.5,0,0,0.54
030200,2023-07-07,29300,29305,29100.0,0.02,-0.68,0,1,0.7
030210,2023-07-07,3975,4010,3970.0,0.88,-0.13,0,1,1.01
030610,2023-07-07,5100,5107,5060.0,0.14,-0.78,0,1,0.93
030720,2023-07-07,8060,8072,8140.0,0.15,0.99,0,0,0.84
030790,2023-07-07,904,912,904.0,0.88,0.0,0,1,0.88
031430,2023-07-07,16670,16666,16960.0,-0.02,1.74,0,0,1.73
031440,2023-07-07,40400,40385,42850.0,-0.04,6.06,0,0,5.75
031820,2023-07-07,839,842,868.0,0.36,3.46,0,0,3.0
032350,2023-07-07,10060,10059,10210.0,-0.01,1.49,0,0,1.48
032560,2023-07-07,8280,8271,8300.0,-0.11,0.24,0,0,0.35
032640,2023-07-07,10190,10195,10150.0,0.05,-0.39,0,1,0.44
032830,2023-07-07,66400,66391,70500.0,-0.01,6.17,0,0,5.83
033180,2023-07-07,442,461,442.0,4.3,0.0,0,1,4.3
033240,2023-07-07,32950,32944,31350.0,-0.02,-4.86,0,1,5.08
033250,2023-07-07,993,1000,985.0,0.7,-0.81,0,1,1.52
033270,2023-07-07,23000,22976,22900.0,-0.1,-0.43,0,1,0.33
033530,2023-07-07,8890,8851,8940.0,-0.44,0.56,0,0,1.0
033780,2023-07-07,81300,81291,81600.0,-0.01,0.37,0,0,0.38
033920,2023-07-07,5500,5506,5500.0,0.11,0.0,0,1,0.11
034020,2023-07-07,17400,17411,17730.0,0.06,1.9,0,0,1.8
034120,2023-07-07,30050,30040,29450.0,-0.03,-2.0,0,1,2.0
034220,2023-07-07,14910,14909,14570.0,-0.01,-2.28,0,1,2.33
034300,2023-07-07,16200,16186,16950.0,-0.09,4.63,0,0,4.51
034310,2023-07-07,11140,11143,11320.0,0.03,1.62,0,0,1.56
034590,2023-07-07,25700,25700,25500.0,0.0,-0.78,0,1,0.78
034730,2023-07-07,140200,140093,143100.0,-0.08,2.07,0,0,2.1
03473K,2023-07-07,128000,127795,129600.0,-0.16,1.25,0,0,1.39
034830,2023-07-07,1305,1302,1320.0,-0.23,1.15,0,0,1.36
035000,2023-07-07,6170,6182,6100.0,0.19,-1.13,0,1,1.34
035150,2023-07-07,8200,8213,8200.0,0.16,0.0,0,1,0.16
035250,2023-07-07,16520,16520,16840.0,0.0,1.94,0,0,1.9
035420,2023-07-07,195000,194935,193200.0,-0.03,-0.92,0,1,0.9
035510,2023-07-07,12890,12888,12940.0,-0.02,0.39,0,0,0.4
035720,2023-07-07,49850,49827,49850.0,-0.05,0.0,0,1,0.05
036420,2023-07-07,14850,14816,15400.0,-0.23,3.7,0,0,3.79
036460,2023-07-07,24550,24542,24800.0,-0.03,1.02,0,0,1.04
036530,2023-07-07,16450,16467,16000.0,0.1,-2.74,0,1,2.92
036570,2023-07-07,279500,279297,281000.0,-0.07,0.54,0,0,0.61
036580,2023-07-07,4105,4108,4000.0,0.07,-2.56,0,1,2.7
037270,2023-07-07,6590,6610,6140.0,0.3,-6.83,0,1,7.65
037560,2023-07-07,4280,4303,4290.0,0.54,0.23,0,0,0.3
037710,2023-07-07,33050,33030,32650.0,-0.06,-1.21,0,1,1.16
039130,2023-07-07,49100,49030,50300.0,-0.14,2.44,0,0,2.52
039490,2023-07-07,84600,84506,85400.0,-0.11,0.95,0,0,1.05
039570,2023-07-07,8200,8218,8170.0,0.22,-0.37,0,1,0.59
041650,2023-07-07,3900,3901,3915.0,0.03,0.38,0,0,0.36
042660,2023-07-07,41100,41109,42050.0,0.02,2.31,0,0,2.24
042670,2023-07-07,11630,11653,12030.0,0.2,3.44,0,0,3.13
042700,2023-07-07,29350,29355,28900.0,0.02,-1.53,0,1,1.57
044380,2023-07-07,698,703,698.0,0.72,0.0,0,1,0.72
044450,2023-07-07,9020,9034,8870.0,0.16,-1.66,0,1,1.85
044820,2023-07-07,9200,9199,9200.0,-0.01,0.0,0,1,0.01
047040,2023-07-07,3815,3816,4120.0,0.03,7.99,0,0,7.38
047050,2023-07-07,45050,45058,42500.0,0.02,-5.66,0,1,6.02
047400,2023-07-07,4000,3977,3885.0,-0.57,-2.88,0,1,2.37
047810,2023-07-07,54000,53988,53500.0,-0.02,-0.93,0,1,0.91
049770,2023-07-07,27000,27005,27150.0,0.02,0.56,0,0,0.53
049800,2023-07-07,4500,4571,4465.0,1.58,-0.78,0,1,2.37
051600,2023-07-07,31950,31942,32400.0,-0.03,1.41,0,0,1.41
051630,2023-07-07,3310,3324,3285.0,0.42,-0.76,0,1,1.19
051900,2023-07-07,432000,431811,440000.0,-0.04,1.85,0,0,1.86
051905,2023-07-07,172600,172359,175600.0,-0.14,1.74,0,0,1.85
051910,2023-07-07,656000,655613,654000.0,-0.06,-0.3,0,1,0.25
051915,2023-07-07,367000,366750,362000.0,-0.07,-1.36,0,1,1.31
052690,2023-07-07,71500,71483,72300.0,-0.02,1.12,0,0,1.13
053210,2023-07-07,6380,6389,6390.0,0.14,0.16,0,0,0.02
053690,2023-07-07,28850,28851,29700.0,0.0,2.95,0,0,2.86
055490,2023-07-07,50500,50460,49950.0,-0.08,-1.09,0,1,1.02
055550,2023-07-07,32500,32487,32700.0,-0.04,0.62,0,0,0.65
057050,2023-07-07,43950,43910,44850.0,-0.09,2.05,0,0,2.1
058430,2023-07-07,53000,52943,50800.0,-0.11,-4.15,0,1,4.22
058650,2023-07-07,114300,114190,113000.0,-0.1,-1.14,0,1,1.05
058730,2023-07-07,4635,4653,4870.0,0.39,5.07,0,0,4.46
058850,2023-07-07,3280,3291,3230.0,0.34,-1.52,0,1,1.89
058860,2023-07-07,3050,3063,3010.0,0.43,-1.31,0,1,1.76
060980,2023-07-07,35700,35675,36150.0,-0.07,1.26,0,0,1.31
063160,2023-07-07,23250,23223,23000.0,-0.12,-1.08,0,1,0.97
064350,2023-07-07,37650,37628,36300.0,-0.06,-3.59,0,1,3.66
064960,2023-07-07,54000,53946,52700.0,-0.1,-2.41,0,1,2.36
066570,2023-07-07,123000,122890,118300.0,-0.09,-3.82,0,1,3.88
066575,2023-07-07,53500,53463,52600.0,-0.07,-1.68,0,1,1.64
067830,2023-07-07,2675,2683,2650.0,0.3,-0.93,0,1,1.25
068270,2023-07-07,148600,148495,148300.0,-0.07,-0.2,0,1,0.13
068290,2023-07-07,20350,20359,20300.0,0.04,-0.25,0,1,0.29
068400,2023-07-07,9850,9861,9950.0,0.11,1.02,0,0,0.89
069260,2023-07-07,21000,20996,22100.0,-0.02,5.24,0,0,5.0
069460,2023-07-07,1367,1399,1386.0,2.34,1.39,0,0,0.94
069620,2023-07-07,92400,92290,91800.0,-0.12,-0.65,0,1,0.53
069640,2023-07-07,2640,2643,2575.0,0.11,-2.46,0,1,2.64
069730,2023-07-07,4725,4741,4795.0,0.34,1.48,0,0,1.13
069960,2023-07-07,50800,50759,51800.0,-0.08,1.97,0,0,2.01
070960,2023-07-07,3050,3059,3040.0,0.3,-0.33,0,1,0.62
071050,2023-07-07,48250,48203,48700.0,-0.1,0.93,0,0,1.02
071055,2023-07-07,38850,38813,39250.0,-0.1,1.03,0,0,1.11
071090,2023-07-07,4110,4105,4255.0,-0.12,3.53,0,0,3.53
071320,2023-07-07,27050,27042,27000.0,-0.03,-0.18,0,1,0.16
071840,2023-07-07,8960,8963,9190.0,0.03,2.57,0,0,2.47
071950,2023-07-07,731,726,743.0,-0.68,1.64,0,0,2.29
071970,2023-07-07,7910,7923,8730.0,0.16,10.37,0,0,9.24
072130,2023-07-07,3625,3635,3655.0,0.28,0.83,0,0,0.55
072710,2023-07-07,66200,66166,65800.0,-0.05,-0.6,0,1,0.56
073240,2023-07-07,4600,4604,4580.0,0.09,-0.43,0,1,0.52
074610,2023-07-07,9290,9315,9470.0,0.27,1.94,0,0,1.64
075180,2023-07-07,4800,4810,4800.0,0.21,0.0,0,1,0.21
075580,2023-07-07,6470,6495,6410.0,0.39,-0.93,0,1,1.33
077500,2023-07-07,15500,15510,15700.0,0.06,1.29,0,0,1.21
077970,2023-07-07,14330,14338,15490.0,0.06,8.09,0,0,7.44
078000,2023-07-07,9070,9071,8950.0,0.01,-1.32,0,1,1.35
078520,2023-07-07,6930,6923,7110.0,-0.1,2.6,0,0,2.63
078930,2023-07-07,35100,35113,36050.0,0.04,2.71,0,0,2.6
078935,2023-07-07,33300,33308,33300.0,0.02,0.0,0,1,0.02
079160,2023-07-07,8700,8712,9000.0,0.14,3.45,0,0,3.2
079430,2023-07-07,8180,8169,8120.0,-0.13,-0.73,0,1,0.6
079550,2023-07-07,85400,85357,85700.0,-0.05,0.35,0,0,0.4
079980,2023-07-07,4395,4395,4295.0,0.0,-2.28,0,1,2.33
081000,2023-07-07,18950,18935,18750.0,-0.08,-1.06,0,1,0.99
081660,2023-07-07,37500,37477,37150.0,-0.06,-0.93,0,1,0.88
082640,2023-07-07,3570,3581,3635.0,0.31,1.82,0,0,1.49
082740,2023-07-07,11810,11844,11310.0,0.29,-4.23,0,1,4.72
083420,2023-07-07,8530,8538,8770.0,0.09,2.81,0,0,2.65
084010,2023-07-07,13370,13383,13250.0,0.1,-0.9,0,1,1.0
084670,2023-07-07,15210,15204,15220.0,-0.04,0.07,0,0,0.11
084680,2023-07-07,1450,1454,1454.0,0.28,0.28,0,0,0.0
084690,2023-07-07,7360,7367,7310.0,0.1,-0.68,0,1,0.78
084695,2023-07-07,9120,9140,9000.0,0.22,-1.32,0,1,1.56
084870,2023-07-07,1788,1802,1810.0,0.78,1.23,0,0,0.44
085310,2023-07-07,1058,1080,1086.0,2.08,2.65,0,0,0.55
085620,2023-07-07,3535,3553,3570.0,0.51,0.99,0,0,0.48
086280,2023-07-07,195600,195465,195500.0,-0.07,-0.05,0,1,0.02
086790,2023-07-07,37700,37691,37950.0,-0.02,0.66,0,0,0.68
088260,2023-07-07,5060,5063,5030.0,0.06,-0.59,0,1,0.66
088350,2023-07-07,2400,2394,2455.0,-0.25,2.29,0,0,2.48
088790,2023-07-07,2540,2546,2545.0,0.24,0.2,0,0,0.04
088980,2023-07-07,12480,12486,12560.0,0.05,0.64,0,0,0.59
089470,2023-07-07,4420,4429,4520.0,0.2,2.26,0,0,2.01
089590,2023-07-07,14840,14821,14750.0,-0.13,-0.61,0,1,0.48
089860,2023-07-07,26050,26008,26050.0,-0.16,0.0,0,1,0.16
090080,2023-07-07,1591,1580,1616.0,-0.69,1.57,0,0,2.23
090350,2023-07-07,8050,8064,8160.0,0.17,1.37,0,0,1.18
090355,2023-07-07,12980,12977,12940.0,-0.02,-0.31,0,1,0.29
090370,2023-07-07,2830,2840,2855.0,0.35,0.88,0,0,0.53
090430,2023-07-07,94700,94673,95000.0,-0.03,0.32,0,0,0.34
090435,2023-07-07,30300,30294,30550.0,-0.02,0.83,0,0,0.84
090460,2023-07-07,28050,28044,26850.0,-0.02,-4.28,0,1,4.45
091090,2023-07-07,254,266,254.0,4.72,0.0,0,1,4.72
091810,2023-07-07,3095,3089,3090.0,-0.19,-0.16,0,1,0.03
092200,2023-07-07,6010,5998,5830.0,-0.2,-3.0,0,1,2.88
092220,2023-07-07,2110,2132,2030.0,1.04,-3.79,0,1,5.02
092230,2023-07-07,50500,50504,50600.0,0.01,0.2,0,0,0.19
092440,2023-07-07,3395,3415,3405.0,0.59,0.29,0,0,0.29
